Hexanchus griseus
Pseudopaludicola ibisoroca
Pseudopaludicola jaredi
Dendropsophus nekronastes
Brachycephalus coloratus
Brachycephalus curupira
Brasilicereus markgrafii
Cipocereus bradei
Arrojadoa dinae
Arthrocereus melanurus
Arthrocereus rondonianus
Discocactus zehntneri
Discocactus bahiensis
Discocactus heptacanthus
Discocactus catingicola
Discocactus placentiformis
Discocactus horstii
Brasiliopuntia brasiliensis
Epiphyllum phyllanthus
Cipocereus minensis
Coleocephalocereus fluminensis
Echinopsis calochlora
Cereus albicaulis
Echinopsis oxygona
Arthrocereus spinosissimus
Arrojadoa penicillata
Cereus kroenleinii
Echinopsis rhodotricha
Cereus bicolor
Discocactus boliviensis
Cereus insularis
Cereus fernambucensis
Cereus hexagonus
Coleocephalocereus aureus
Cereus hildmannianus
Arrojadoa rhodantha
Cereus jamacaru
Cereus pierre-braunianus
Arrojadoa beateae
Discocactus cephaliaciculosus
Brasilicereus estevesii
Cipocereus pleurocarpus
Micranthocereus albicephalus
Siccobaccatus dolichospermaticus
Melocactus pachyacanthus
Melocactus paucispinus
Melocactus violaceus
Facheiroa ulei
Facheiroa cephaliomelana
Espostoopsis dybowskii
Hylocereus setaceus
Lepismium houlletianum
Lepismium warmingianum
Lepismium cruciforme
Leocereus bahiensis
Melocactus salvadorensis
Melocactus inconcinnus
Melocactus ernestii
Frailea castanea
Melocactus estevesii
Gymnocalycium marsoneri
Melocactus smithii
Melocactus zehntneri
Frailea cataphracta
Harrisia adscendens
Hatiora salicornioides
Hylocereus undatus
Melocactus oreas
Frailea pumila
Melocactus levitestatus
Lepismium lumbricoides
Micranthocereus purpureus
Melocactus bahiensis
Gymnocalycium anisitsii
Frailea schilinzkyana
Melocactus neryi
Hatiora gaertneri
Micranthocereus flaviflorus
Gymnocalycium uruguayense
Harrisia balansae
Facheiroa squamosa
Frailea pygmaea
Hatiora rosea
Frailea gracillima
Frailea phaeodisca
Melocactus concinnus
Gymnocalycium hyptiacanthum
Tacinga werneri
Pseudoacanthocereus brasiliensis
Rhipsalis russellii
Rhipsalis oblonga
Rhipsalis cereoides
Rhipsalis sulcata
Rhipsalis pilocarpa
Rhipsalis hoelleri
Schlumbergera microsphaerica
Schlumbergera opuntioides
Pierrebraunia bahiensis
Pilosocereus arrabidae
Pilosocereus glaucochrous
Pilosocereus floccosus
Pilosocereus fulvilanatus
Pilosocereus aureispinus
Pilosocereus piauhyensis
Tacinga braunii
Pereskia aculeata
Pereskia grandifolia
Pereskia bahiensis
Pereskia stenantha
Quiabentia zehntneri
Tacinga funalis
Tacinga palmadora
Tacinga saxatilis
Tacinga inamoena
Opuntia monacantha
Rhipsalis elliptica
Rhipsalis floccosa
Rhipsalis paradoxa
Pilosocereus aurisetus
Pilosocereus brasiliensis
Pilosocereus catingicola
Pilosocereus pentaedrophorus
Rhipsalis baccifera
Pilosocereus flexibilispinus
Parodia concinna
Rhipsalis campos-portoana
Rhipsalis burchellii
Opuntia assumptionis
Pseudorhipsalis ramulosa
Parodia langsdorfii
Praecereus euchlorus
Rhipsalis grandiflora
Pierrebraunia brauniorum
Strophocactus wittii
Parodia ottonis
Parodia mammulosa
Pereskia nemorosa
Pseudorhipsalis amazonica
Pilosocereus pusillibaccatus
Stephanocereus luetzelburgii
Pilosocereus splendidus
Rhipsalis neves-armondii
Parodia neoarechavaletae
Pilosocereus vilaboensis
Rhipsalis teres
Rhipsalis ewaldiana
Parodia oxycostata
Opuntia arechavaletae
Parodia fusca
Parodia erinacea
Parodia schumanniana
Pilosocereus gounellei
Rhipsalis trigona
Rhipsalis pachyptera
Pilosocereus machrisii
Pilosocereus pachycladus
Rhipsalis agudoensis
Rhipsalis juengeri
Rhipsalis lindbergiana
Pilosocereus tuberculatus
Rhipsalis clavata
Pilosocereus oligolepis
Rhipsalis ormindoi
Pilosocereus albisummus
Rhipsalis pulchra
Schlumbergera truncata
Parodia carambeiensis
Pilosocereus parvus
Rhipsalis cereuscula
Stephanocereus leucostele
Opuntia elata
Parodia turbinata
Parodia alacriportana
Opuntia megapotamica
Pilosocereus densiareolatus
Praecereus saxicola
Opuntia stricta
Pilosocereus jauruensis
Pilosocereus bohlei
Pereskia sacharosa
Parodia linkii
Rhipsalis olivifera
Parodia scopa
Siccobaccatus estevesii
Pilosocereus flavipulvinatus
Parodia haselbergii
Rhipsalis puniceodiscus
Pilosocereus chrysostele
Parodia glaucina
Parodia permutata
Pilosocereus mollispinus
Mobula tarapacana
Scapteromys tumidus
Phragmites australis
Aotus nancymaae
Myocastor coypus
Leptodactylus nesiotus
Oreophrynella weiassipuensis
Boana semilineata
Eclipta prostrata
Cyperus brevifolius
Justicia aequilabris
Justicia mesetarum
Calea rhombifolia
Acosmium cardenasii
Arachis glandulifera
Arachis matiensis
Lonchocarpus pluvialis
Mimosa orbignyana
Mimosa suberosa
Andropogon crucianus
Coprinus comatus
Lycoperdon perlatum
Suillus granulatus
Suillus luteus
Digitaria dioica
Digitaria nuda
Saccharum angustifolium
Saccharum villosum
Theobroma glaucum
Xanthosoma striatipes
Conger orbignianus
Senna obtusifolia
Guilandina bonduc
Puffinus lherminieri
Myrcia attenuata
Myrcia nitida
Eurytides iphitas
Papilio garleppi
Papilio himeros
Parides ascanius
Parides burchellanus
Parides hahneli
Battus polystictus
Euryades duponchelii
Eurytides bellerophon
Eurytides callias
Mimoides lysithous
Papilio astyalus
Papilio chiansiades
Parides aeneas
Parides agavus
Parides bunichus
Parides chabrias
Parides cutorina
Parides echemon
Parides neophilus
Parides orellana
Parides panthonus
Parides phosphorus
Parides quadratus
Parides tros
Parides vertumnus
Parides zacynthus
Protographium asius
Myrcia camapuanensis
Myrcia clavata
Myrcia cordiformis
Myrcia cuprea
Myrcia depauperata
Myrcia gigas
Myrcia glabra
Myrcia guianensis
Myrcia hypericoides
Myrcia laricina
Myrcia laxiflora
Myrcia nivea
Myrcia obovata
Myrcia ovina
Myrcia pistrinalis
Myrcia retusa
Myrcia rufipes
Myrcia salicifolia
Myrcia siriacoana
Myrcia stricta
Myrcia subalpestris
Myrcia tortuosa
Myrcia tumida
Myrcia variabilis
Trichilia adolfi
Trichilia appendiculata
Trichilia cipo
Trichilia elegans
Trichilia martiana
Trichilia mazanensis
Trichilia micrantha
Trichilia pleeana
Trichilia quadrijuga
Trichilia stipitata
Trichilia tenuifructa
Trichilia trimera
Myrcia cataphyllata
Myrcia truncata
Myrcia tenuifolia
Myrcia bicolor
Myrcia subterminalis
Hylodes sazimai
Hibiscus tiliaceus
Siphlophis leucocephalus
Siphlophis pulcher
Dibernardia affinis
Tropidodryas serra
Apostolepis polylepis
Atractus albuquerquei
Bothrops alcatraz
Bothrops erythromelas
Bothrops insularis
Bothrops lutzi
Corallus cropanii
Myrcia costeira
Anotopterus vorax
Chlorophthalmus brasiliensis
Evermannella indica
Bathypterois filiferus
Bathypterois perceptor
Ipnops murrayi
Myrcia lenheirensis
Scopelosaurus ahlstromi
Scopelosaurus hamiltoni
Macroparalepis macrogeneion
Magnisudis prionosa
Benthalbella elongata
Lagiacrusichthys macropinna
Scopelarchoides kreffti
Myrcia plusiantha
Myrcia bicarinata
Anoplogaster brachycera
Myrcia subcordata
Aulotrachichthys atlanticus
Eutaeniophorus festivus
Gyrinomimus grahami
Myrcia subavenia
Lampris immaculatus
Lophotus machadoi
Trachipterus jacksonensis
Myrcia ascendens
Myrcia mucugensis
Ceratias tentaculatus
Myrcia densa
Myrcia rupestris
Myrcia mutabilis
Myrcia summa
Mergus octosetaceus
Scleria lithosperma
Scleria melanomphala
Scleria gaertneri
Ptychophis flavovirgatus
Apostolepis cerradoensis
Rodriguesophis chui
Atractus caete
Tropidophis preciosus
Chironius laevicollis
Chironius foveatus
Apostolepis flavotorquata
Tropidophis paucisquamis
Apostolepis lineata
Atractus potschi
Epictia borapeliotes
Dipsas neuwiedi
Dibernardia persimilis
Amnisiophis amoenus
Helicops apiaka
Dipsas sazimai
Dendrophidion atlantica
Bothrops pirajai
Bothrops marmoratus
Atractus serranus
Atractus hoogmoedi
Apostolepis serrana
Apostolepis nelsonjorgei
Apostolepis ammodites
Trilepida salgueiroi
Thamnodynastes sertanejo
Dibernardia bilineata
Mesotes rutilus
Trilepida koppesi
Apostolepis arenaria
Apostolepis gaboi
Atractus alphonsehogei
Atractus maculatus
Bothrops fonsecai
Dipsas alternans
Pseudoboa martinsi
Erythrolamprus mossoroensis
Phalotris concolor
Erythrolamprus atraventer
Elapomorphus quinquelineatus
Atractus surucucu
Atractus edioi
Atractus altagratiae
Apostolepis striata
Apostolepis albicollaris
Xenodon guentheri
Tropidophis grapiuna
Tropidodryas striaticeps
Trilepida brasiliensis
Sordellina punctata
Trilepida fuliginosa
Trilepida jani
Xenodon matogrossensis
Xenodon nattereri
Apostolepis christineae
Apostolepis longicaudata
Atractus francoi
Atractus guentheri
Atractus pantostictus
Atractus ronnie
Atractus trihedrurus
Bothrops leucurus
Bothrops otavioi
Dipsas albifrons
Erythrolamprus carajasensis
Erythrolamprus maryellenae
Helicops modestus
Hydrodynastes melanogigas
Micrurus decoratus
Philodryas arnaldoi
Phalotris nasutus
Phalotris labiomaculatus
Bothrops marajoensis
Coronelaps lepidus
Epicrates assisi
Apostolepis cearensis
Liotyphlops trefauti
Echinanthera cephalostriata
Micrurus pacaraimae
Phalotris lativittatus
Helicops gomesi
Lioheterophis iheringi
Helicops tapajonicus
Erythrolamprus oligolepis
Rodriguesophis scriptorcibatus
Pseudoboa serrana
Elapomorphus wuchereri
Adelphostigma quadriocellata
Ditaxodon taeniatus
Echinanthera cephalomaculata
Micrurus ibiboboca
Trilepida acutirostris
Rodriguesophis iglesiasi
Siphlophis longicaudatus
Thamnodynastes longicauda
Bothrops muriciensis
Epictia clinorostris
Gomesophis brasiliensis
Mussurana montana
Phalotris multipunctatus
Micrurus brasiliensis
Echinanthera melanostigma
Dryophylax almae
Cephalorhynchus commersonii
Panthera onca
Pontoporia blainvillei
Brucepattersonius griserufescens
Hysterotettix uniformis
Parinariopsis licaniiflora
Crinodendron brasiliense
Paratrygon aiereba
Chiasmocleis albopunctata
Megachasma pelagios
Sphyrna tiburo
Chlamydoselachus anguineus
Odontaspis ferox
Amblyraja frerichsi
Urobatis jamaicensis
Rhinochimaera atlantica
Mobula tarapacana
Mobula thurstoni
Euprotomicrus bispinatus
Etmopterus virens
Hydrolagus mirabilis
Bathyraja scaphiops
Scyliorhinus boa
Dipturus bullisi
Dipturus garricki
Squalus acanthias
Pithecia inusta
Lachnolaimus maximus
Columbina cyanopis
Paraclaravis geoffroyi
Pristimantis latro
Hyalinobatrachium muiraquitan
Pithecopus araguaius
Odontophrynus juquinha
Fluminagrion taxaense
Phyllogomphoides audax
Phyllogomphoides calverti
Acanthagrion indefensum
Acanthagrion rubrifrons
Acanthagrion temporale
Phyllogomphoides pedunculus
Phyllogomphoides praedatrix
Phyllogomphoides regularis
Phyllogomphoides spiniventris
Phyllogomphoides undulatus
Palaemnema brasiliensis
Argia albistigma
Argia claussenii
Argia cuneifera
Argia cyathigera
Argia deceptor
Argia gemella
Argia indocilis
Argia infumata
Argia insipida
Argia meioura
Argia modesta
Argia palmata
Argia serva
Argia smithiana
Argia sordida
Argia tupi
Brechmorhoga diplosema
Brechmorhoga travassosi
Castoraeschna castor
Castoraeschna januaria
Castoraeschna longfieldae
Castoraeschna margarethae
Epipleoneura williamsoni
Epipleoneura tariana
Epipleoneura uncinata
Hetaerina auripennis
Hetaerina brightwelli
Hetaerina dutati
Hetaerina longipes
Hetaerina moribunda
Hetaerina mortua
Hetaerina proxima
Hetaerina westfalli
Elasmothemis alcebiadesi
Elasmothemis constricta
Elasmothemis williamsoni
Epipleoneura angeloi
Epipleoneura demarmelsi
Epipleoneura haroldoi
Epipleoneura janirae
Epipleoneura pallida
Epipleoneura spatulata
Epipleoneura venezuelensis
Erythrodiplax atroterminata
Erythrodiplax branconensis
Erythrodiplax chromoptera
Erythrodiplax clitella
Erythrodiplax gomesi
Erythrodiplax hyalina
Erythrodiplax laurentia
Erythrodiplax longitudinalis
Erythrodiplax luteofrons
Erythrodiplax nigricans
Heteragrion beschkii
Heteragrion brianmayi
Heteragrion cauei
Heteragrion cinnamomeum
Heteragrion consors
Heteragrion cyane
Heteragrion freddiemercuryi
Heteragrion gracile
Heteragrion ictericum
Heteragrion johndeaconi
Heteragrion luisfelipei
Heteragrion mantiqueirae
Heteragrion muryense
Heteragrion obsoletum
Heteragrion ochraceum
Heteragrion petiense
Heteragrion rogertaylori
Heteragrion thais
Heteragrion tiradentense
Myrcia macaca
Myrcia monoclada
Myrcia tetraloba
Psophia obscura
Pouteria anteridata
Pouteria arcuata
Pouteria orinocoensis
Pouteria pimichinensis
Pouteria singularis
Cestrum elegans
Crax pinima
Mobula birostris
Calyptura cristata
Schizocordulia rustica
Plecturocebus miltoni
Plecturocebus toppini
Tovomita clusiiflora
Tovomita brevistaminea
Tovomita foldatsii
Myrmotherula snowi
Synallaxis kollari
Libidibia paraguariensis
Lepidagathis riedeliana
Aristolochia chiquitensis
Billbergia brasiliensis
Dimerostemma asperatum
Bonamia cerradoensis
Bonamia rosiewiseae
Ipomoea mucronatoproducta
Ipomoea caloneura
Ipomoea cardenasiana
Ipomoea chiquitensis
Aeschynomene filosa
Ateleia guaraya
Mimosa rastrera
Chloroleucon foliolosum
Pterocarpus steinbachianus
Sida schininii
Wissadula boliviana
Bellucia beckii
Myrcia lignosa
Ouratea latifolia
Cybianthus buchtienii
Spermacoce cerradoana
Papilio garleppi
Papilio himeros
Cercomacra carbonaria
Leptostomias bilobatus
Barathrites parri
Dicrolene kanazawai
Eustomias monoclonus
Nezumia suilla
Gibberichthys pumilus
Neoscopelus microchir
Sphagemacrurus grenadae
Mecistogaster amalia
Dryaderces inframaculata
Cephalorhynchus commersonii
Marmosa paraguayana
Albizia carbonaria
Campomanesia lineatifolia
Eugenia florida
Eugenia punicifolia
Myrcia bracteata
Myrcia paivae
Myrcia subsessilis
Myrteola nummularia
Psidium guineense
Psidium salutare
Ugni myricoides
Barbieria pinnata
Macrolobium multijugum
Anchoviella sanfranciscana
Mussismilia harttii
Squalus albicaudus
Squalus bahiensis
Squalus lobularis
Squalus quasimodo
Scyliorhinus cabofriensis
Scyliorhinus ugoi
Ceratoscopelus townsendi
Gymnoscopelus bolini
Gymnoscopelus fraseri
Gymnoscopelus piabilis
Hintonia candens
Lampadena notialis
Lampanyctus achirus
Anguilla rostrata
Passer domesticus
Calidris bairdii
Cassia moschata
Inga spectabilis
Inga umbellifera
Machaerium cuspidatum
Piptadenia pteroclada
Dolichopteryx rostrata
Grammatostomias circularis
Trachonurus sulcatus
Microphis brachyurus
Crypturellus tataupa
Amazonetta brasiliensis
Picumnus albosquamatus
Picumnus limae
Picumnus castelnau
Melanerpes cactorum
Veniliornis passerinus
Veniliornis cassini
Celeus lugubris
Campephilus rubricollis
Capito aurovirens
Capito brunneipectus
Galbalcyrhynchus purusianus
Brachygalba albogularis
Malacoptila rufa
Nonnula sclateri
Nonnula ruficapilla
Monasa atra
Trogon curucui
Chloroceryle inda
Coccycua cinerea
Piaya melanogaster
Coccycua minuta
Dromococcyx phasianellus
Dromococcyx pavoninus
Ara severus
Pyrrhura molinae
Brotogeris chiriri
Pionopsitta pileata
Cypseloides fumigatus
Streptoprocne zonaris
Streptoprocne biscutata
Panyptila cayennensis
Threnetes leucurus
Phaethornis superciliosus
Phaethornis malaris
Phaethornis eurynome
Phaethornis hispidus
Phaethornis bourcieri
Phaethornis augusti
Phaethornis subochraceus
Phaethornis nattereri
Phaethornis idaliae
Campylopterus largipennis
Colibri delphinae
Avocettula recurvirostris
Lophornis ornatus
Discosura langsdorffi
Chrysuronia oenone
Heliomaster longirostris
Heliomaster furcifer
Megascops watsonii
Lophostrix cristata
Pulsatrix perspicillata
Pulsatrix koeniswaldiana
Glaucidium hardyi
Glaucidium minutissimum
Lurocalis semitorquatus
Nyctipolus hirundinaceus
Patagioenas plumbea
Leptotila rufaxilla
Geotrygon violacea
Aramides cajaneus
Tringa solitaria
Ictinia plumbea
Cochlearius cochlearius
Mionectes oleagineus
Mionectes rufiventris
Leptopogon amaurocephalus
Taeniotriccus andrei
Hemitriccus minor
Hemitriccus flammulatus
Hemitriccus diops
Hemitriccus nidipendulus
Phyllomyias fasciatus
Phyllomyias griseiceps
Sublegatus obscurior
Tyrannulus elatus
Myiopagis flavivertex
Elaenia parvirostris
Elaenia mesoleuca
Elaenia pelzelni
Phylloscartes ventralis
Lophotriccus galeatus
Onychorhynchus coronatus
Knipolegus cyanirostris
Knipolegus poecilurus
Attila rufus
Myiarchus ferox
Ramphotrigon ruficauda
Tyrannopsis sulphurea
Myiozetetes luteiventris
Legatus leucophaius
Batara cinerea
Frederickena unduliger
Taraba major
Thamnophilus doliatus
Dysithamnus xanthopterus
Epinecrophylla leucophthalma
Myrmotherula sunensis
Myrmotherula menetriesii
Myrmotherula assimilis
Herpsilochmus atricapillus
Herpsilochmus longirostris
Drymophila devillei
Terenura maculata
Cercomacra cinerascens
Cercomacra melanaria
Hypocnemoides melanopogon
Sclateria naevia
Myrmeciza longipes
Myrmoderus squamosus
Akletos melanoceps
Hafferia fortis
Myrmophylax atrothorax
Oneillornis salvini
Schiffornis major
Schiffornis virescens
Pachyramphus validus
Tityra semifasciata
Iodopleura isabellae
Cotinga cayana
Xipholena punicea
Pipra aureola
Pipra filicauda
Ceratopipra chloromeros
Ceratopipra cornuta
Lepidothrix suavissima
Lepidothrix nattereri
Antilophia galeata
Corapipo gutturalis
Machaeropterus pyrocephalus
Xenopipo atronitens
Neopelma pallescens
Phlegopsis erythroptera
Synallaxis frontalis
Synallaxis rutilans
Synallaxis scutata
Thripophaga fusciceps
Phacellodomus ruber
Phacellodomus erythrophthalmus
Metopothrix aurantiaca
Pseudoseisura lophotes
Ancistrops strigilatus
Anabacerthia ruficaudata
Philydor pyrrhodes
Syndactyla dimidiata
Dendroma rufa
Automolus ochrolaemus
Anabazenops dorsalis
Syndactyla roraimae
Automolus melanopezus
Automolus rufipileatus
Clibanornis rectirostris
Sclerurus mexicanus
Sclerurus caudacutus
Xenops tenuirostris
Xenops rutilus
Megaxenops parnaguae
Glyphorynchus spirurus
Dendrexetastes rufigula
Hylexetastes stresemanni
Xiphocolaptes promeropirhynchus
Xiphocolaptes albicollis
Xiphocolaptes major
Dendrocolaptes certhia
Dendrocolaptes picumnus
Xiphorhynchus obsoletus
Xiphorhynchus spixii
Xiphorhynchus elegans
Xiphorhynchus pardalotus
Chamaeza campanisona
Chamaeza ruficauda
Grallaria guatimalensis
Grallaria eludens
Myrmothera berlepschi
Myrmothera campanisona
Conopophaga melanops
Conopophaga melanogaster
Cyclarhis gujanensis
Vireo flavoviridis
Cyanocorax cyanomelas
Cyanocorax chrysops
Hylophilus amaurocephalus
Hylophilus poicilotis
Hylophilus semicinereus
Hylophilus pectoralis
Vireo sclateri
Hylophilus brunneiceps
Pachysylvia hypoxantha
Squatina varii
Squatina guggenheim
Ipomoea cynanchifolia
Electrona carlsbergi
Electrona paucirastra
Electrona subaspera
Gonichthys barnesi
Hygophum hanseni
Metelectrona herwigi
Metelectrona ventralis
Protomyctophum gemmatum
Protomyctophum normani
Protomyctophum parallelum
Protomyctophum subparallelum
Protomyctophum tenisoni
Cyanopsitta spixii
Balaenoptera borealis
Suriana maritima
Triumfetta semitriloba
Nemosia rourei
Formicivora paludicola
Terenura sicki
Antilophia bokermanni
Merulaxis stresemanni
Kryptolebias marmoratus
Pachypops fourcroi
Pachypops trifilis
Pachyurus gabrielensis
Pachyurus schomburgkii
Plagioscion auratus
Plagioscion montei
Numenius borealis
Ramphastos dicolorus
Nothura minor
Jacamaralcyon tridactyla
Biatas nigropectus
Taoniscus nanus
Geositta poeciloptera
Platyrinchus leucoryphus
Onychorhynchus swainsoni
Celeus obrieni
Phaethornis aethopygus
Scytalopus novacapitalis
Tillandsia usneoides
Microspingus cinereus
Setophaga striata
Polyipnus laternatus
Hemitriccus mirandae
Augastes scutatus
Phaethon lepturus
Chaetura pelagica
Sturnella magna
Arremonops conirostris
Gubernatrix cristata
Schistochlamys melanopis
Cyanerpes cyaneus
Molothrus bonariensis
Dendrocygna autumnalis
Cairina moschata
